SALE TYPE,SOLD DATE,PROPERTY TYPE,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,700000,3,4.5,Sweetwater Sec 1,3665,14735,1983,136,191,178,Active,,,HARMLS,31813412,N,Y,29.5715663,-95.6129215
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,1170000,4,4,Sugar Creek,5290,23233,1990,136,221,54,Active,,,HARMLS,40216221,N,Y,29.612077,-95.598041
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,2200000,5,5.5,Riverstone,7480,15507,2010,137,294,167,Active,,,HARMLS,74660743,N,Y,29.544042,-95.5753889
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,499999,5,3.5,Eldridge Lake Sec 2,3159,7160,2005,137,158,60,Active,,,HARMLS,20626342,N,Y,29.659217,-95.6146325
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,495000,4,3,S M Williams,2600,15115,1963,129,190,,Active,,,HARMLS,69309270,N,Y,29.6282109,-95.6311937
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1099999,4,5,Alcorn Bend,5382,12726,1995,141,204,75,Active,October-23-2022 02:00 PM,October-23-2022 04:00 PM,HARMLS,79328825,N,Y,29.5649465,-95.6216053
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,2299800,6,7,Riverstone,7347,17259,2008,142,313,167,Active,,,HARMLS,15737687,N,Y,29.546404,-95.5750606
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,404000,3,3,Sugar Creek Sec 9,2789,6760,1973,133,145,54,Active,,,HARMLS,89000739,N,Y,29.6237045,-95.5936289
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,999999,5,5.5,Avalon Meadows of Avalon,5409,6393,2004,129,185,166,Active,,,HARMLS,20970287,N,Y,29.5552943,-95.6192238
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,799900,4,4.5,Alcorn Bend,4521,11773,1992,147,177,68,Active,,,HARMLS,55130588,N,Y,29.5665226,-95.6275799
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,514900,5,3.5,Orchard Lake Estates,3504,9015,2004,151,147,100,Active,,,HARMLS,44480406,N,Y,29.6267344,-95.6765086
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,2690000,5,9,Wm S Little,8412,132858,2006,157,320,,Active,,,HARMLS,44839933,N,Y,29.5383379,-95.5929517
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,1138000,5,5.5,Telfair Sec 25b,5140,16764,2013,163,221,68,Active,,,HARMLS,77445881,N,Y,29.569322,-95.6398391
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,360000,3,2.5,Settlers Park Sec 2,1843,6169,1982,163,195,42,Active,,,HARMLS,21291199,N,Y,29.5784997,-95.6005243
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,725000,4,3,Sugarmill Sec 8,3424,11316,1990,166,212,68,Active,,,HARMLS,77391361,N,Y,29.6383298,-95.6330829
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,329370,4,2.5,Eldridge Park Village Sec 2,2166,4714,2000,173,152,25,Active,,,HARMLS,44567199,N,Y,29.6576959,-95.6222417
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,849536,5,5,Avalon at Riverstone 60s Hagerson,3733,7682,2022,145,228,148,Active,,,HARMLS,13145728,N,Y,29.535661,-95.582925
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,498000,4,3.5,New Territory Prcl Sf-38,3641,10636,1998,118,137,100,Active,,,HARMLS,4404193,N,Y,29.5820663,-95.6925189
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,698000,3,3.5,Crescents On The Green,3631,4347,1998,190,192,186,Active,,,HARMLS,25652667,N,Y,29.5749981,-95.6193264
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,299900,3,1,J Kuykendall,1230,10454,1976,85,244,,Active,,,HARMLS,68080152,N,Y,29.5607211,-95.6886341
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,869000,5,4.5,New Territory Parcel Sf-13,6039,12415,1998,224,144,100,Active,,,HARMLS,41597924,N,Y,29.5939339,-95.6725427
MLS Listing,,Single Family Residential,Sugar Land,TX,77479,10900000,9,12,Sweetwater,19180,73335,2009,233,568,170,Active,,,HARMLS,25731031,N,Y,29.5699807,-95.6232066
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,750000,3,3,S M Williams,2270,7884,1925,239,330,,Active,,,HARMLS,57239662,N,Y,29.6184709,-95.6341918
MLS Listing,,Single Family Residential,Sugar Land,TX,77498,299000,4,2,Mayfield Park Sec 1,1912,5095,1964,240,156,,Active,,,HARMLS,83079116,N,Y,29.6276462,-95.6359988
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,4650000,4,6.5,Alkire Lake,11156,107237,1991,292,417,,Active,,,HARMLS,31111533,N,Y,29.6168896,-95.6099119
MLS Listing,,Single Family Residential,Sugar Land,TX,77478,1268280,0,,Brown & Belknap,1568,87120,,303,809,,Active,,,HARMLS,4851576,N,Y,29.657175,-95.602967
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,691990,4,3.5,Avalon at Riverstone 60s,3367,,,,206,,Active,,,NewHomeSource.com,Plan-211567957,N,Y,29.5355387,-95.5829503
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,659990,4,3,Avalon at Riverstone 60s,2704,,,,244,,Active,,,NewHomeSource.com,Plan-211567956,N,Y,29.5355387,-95.5829503
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,717990,4,3.5,Avalon at Riverstone 60s,3771,,,,190,,Active,,,NewHomeSource.com,Plan-211623458,N,Y,29.5355387,-95.5829503
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,741990,5,4.5,Avalon at Riverstone 60s,3690,,,,201,,Active,,,NewHomeSource.com,Plan-211623457,N,Y,29.5355387,-95.5829503
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,787990,4,4.5,Avalon at Riverstone 60s - Darling,3532,,,,223,,Active,,,NewHomeSource.com,Plan-211926478,N,Y,29.5355968,-95.5829386
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,678990,3,2,Avalon at Riverstone 60s,2998,,,,226,,Active,,,NewHomeSource.com,Plan-211893366,N,Y,29.5355968,-95.5829386
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,788990,4,3,Avalon at Riverstone 60s - Darling,3468,,,,228,,Active,,,NewHomeSource.com,Plan-211926477,N,Y,29.5355968,-95.5829386
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,782990,4,3,Avalon at Riverstone 60s - Darling,3382,,,,232,,Active,,,NewHomeSource.com,Plan-201719678,N,Y,29.5355387,-95.5829503
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,777990,4,3.5,Avalon at Riverstone 60s - Darling,3202,,,,243,,Active,,,NewHomeSource.com,Plan-201719675,N,Y,29.5355387,-95.5829503
New Construction Plan,,Single Family Residential,Sugar Land,TX,77479,772990,4,4.5,Avalon at Riverstone 60s - Darling,3203,,,,241,,Active,,,NewHomeSource.com,Plan-201719676,N,Y,29.5355387,-95.5829503
