Days on Zillow,Status,Price,Zipcode,House Size,Lot Size,Year Built,Schools Rating,Rent Estimate
4,House for sale,249900,77018,1231,5005,1970,4.5,1544
0,House for sale,279000,77076,1992,7035,1963,4.8,1929
0,House for sale,209000,77022,1404,6912,1952,4.3,1734
4,House for sale,189000,77093,1428,23302,1945,4,1665
4,House for sale,625000,77009,968,4800,1929,6.3,3132
0,House for sale,399000,77022,4376,7316,1955,4.3,3399
5,House for sale,195000,77016,1539,6890,1962,4.5,1431
42,House for sale,70000,77028,1477,9360,1955,4.8,1414
5,House for sale,399000,77009,1309,5300,1937,5.5,1699
0,House for sale,530000,77009,1540,10600,1938,5.5,1634
3,House for sale,214900,77093,1316,6820,1967,3.5,1378
7,House for sale,280000,77022,1424,5100,1948,5.8,1428
691,House for sale,105000,77093,1065,20300,1940,4.8,1264
0,New construction,234900,77016,1118,7320,1961,4.5,1300
36,House for sale,169000,77076,1280,3523,1956,5.8,1300
11,House for sale,180000,77037,1567,7463,1964,4.3,1578
6,New construction,319888,77022,2440,21735,1965,5.3,2065
0,House for sale,235000,77093,1200,5795,1950,4.5,1350
0,House for sale,199000,77016,1076,22440,1950,4.5,1249
271,House for sale,165000,77039,1078,7800,1960,3.7,1300
0,House for sale,285000,77026,960,5000,1940,4.8,1264
1,House for sale,399000,77022,1994,6664,1950,5.3,1399
13,House for sale,255000,77093,1115,9279,1967,3.5,1300
0,House for sale,524900,77009,1187,4848,2012,7,1697
10,House for sale,235000,77016,1729,7918,1955,4.5,1461
17,House for sale,230000,77039,1495,6930,1975,4.8,1448
6,House for sale,489000,77009,1344,5777,1940,5.5,1727
0,House for sale,549000,77009,1148,6600,1940,5.5,3216
5,House for sale,339900,77022,1294,5000,1945,4.5,1699
0,House for sale,550000,77009,1836,6500,1948,5.5,3284
32,House for sale,549000,77008,2904,1450,2013,6,3264
0,House for sale,749000,77008,1931,5728,1920,6.8,3738
0,House for sale,455000,77009,1042,3750,1940,7,1753
0,House for sale,159900,77016,2020,10140,1961,4.8,1699
30,House for sale,197900,77026,1264,7500,1956,4.5,1459
0,House for sale,680000,77008,1506,6000,1956,6,3514
18,House for sale,289000,77022,1782,9540,1959,4.3,1780
5,House for sale,430000,77037,2752,20908,1973,5.3,2245
11,House for sale,339000,77022,752,5350,1942,5.8,1681
31,Foreclosure,239900,77016,1296,7080,1952,4.5,1350
0,House for sale,339999,77022,1478,6350,1938,5.8,1818
32,New construction,765000,77009,742,5340,1925,5.5,1099
0,House for sale,370000,77009,4672,5000,1940,6.8,1611
0,House for sale,177000,77093,1372,7800,1954,4,1433
0,House for sale,297000,77022,1038,4800,1952,4.5,1526
0,House for sale,200000,77076,1432,5564,1953,4.3,1450
4,New construction,324900,77022,1858,20779,1939,5.3,1799
0,House for sale,129000,77026,768,12000,1948,4.5,975
75,House for sale,310000,77022,928,5950,1935,5.8,1762
12,House for sale,225000,77026,600,9060,1958,4.5,1214
0,House for sale,218000,77016,2018,7998,1971,4.5,1759
38,House for sale,375000,77009,2356,1800,2016,5.3,3010
0,House for sale,294990,77093,1332,8625,1940,4.8,1699
12,House for sale,288000,77018,856,4950,1920,5,1878
0,House for sale,165000,77093,2056,14169,1940,3.7,799
24,House for sale,215000,77026,1546,11000,1947,4,1500
31,House for sale,599900,77009,2508,3000,2014,6.8,3547
19,House for sale,210000,77009,1470,2000,1940,5.3,1784
0,House for sale,269999,77093,1344,9496,1940,4,1450
0,House for sale,279900,77093,1498,18000,1940,4,1499
0,House for sale,219500,77022,1444,7343,1953,4.5,1798
0,House for sale,599000,77008,1523,2398,1998,6.8,2364
0,House for sale,255900,77026,1332,8783,1949,4.8,1834
47,House for sale,340000,77009,1072,5871,1954,5.5,1533
63,House for sale,245000,77039,1271,7800,1960,3.7,1229
0,House for sale,327000,77039,1288,22440,1955,4,1447
12,House for sale,719000,77009,1713,5000,1928,7,3432
0,House for sale,349900,77022,1468,6550,1949,5.8,1464
251,House for sale,375000,77037,1830,16614,1999,4.3,2295
9,New construction,494000,77022,1692,13260,2020,5.8,1494
0,House for sale,485000,77009,1335,7950,1955,5.5,1699
9,House for sale,125000,77026,714,4500,1940,4.5,881
159,House for sale,185000,77093,1404,7392,1955,3.5,1399
0,House for sale,489000,77009,1159,5000,1927,5.5,2028
21,House for sale,225000,77093,1297,6300,1956,4,1441
12,House for sale,190000,77026,1512,15000,1940,4.5,1518
0,House for sale,230000,77022,1428,11700,1940,5.3,1699
106,House for sale,189000,77093,2111,5000,1950,4.3,1470
24,House for sale,650000,77009,1248,6000,1920,6.8,3316
251,House for sale,350000,77037,1800,16565,1999,4.3,1695
0,House for sale,169900,77022,888,8370,1938,5.3,1321
5,House for sale,789000,77008,3084,3000,2014,6.8,5246
15,House for sale,210000,77016,1332,7440,1948,4.5,1394
0,House for sale,398000,77009,1391,5500,1935,5.3,1749
110,House for sale,183000,77037,1310,7590,1954,5.3,1431
0,House for sale,154900,77093,1544,7056,1955,4.3,1415
0,House for sale,360000,77022,744,19740,1938,5.3,931
9,House for sale,525000,77009,1290,7356,1946,5.5,1734
0,House for sale,850000,77037,2422,133729,1981,5.3,2006
0,House for sale,220000,77022,988,4000,2006,4.5,1458
46,New construction,679900,77009,1504,10000,1940,6.8,2049
0,House for sale,265000,77022,1310,5005,1946,4.5,1694
59,House for sale,325000,77037,1822,29250,1974,4,1699
0,House for sale,399750,77022,3276,6000,1935,5.8,1329
437,House for sale,275000,77037,2456,7350,1961,4.3,2052
20,House for sale,160000,77028,912,10200,1940,4.3,1200
19,House for sale,599000,77008,1136,7526,1940,6,3324
89,House for sale,176999,77016,1216,7260,1955,4.5,1300
132,House for sale,350000,77009,2340,2240,2008,5.5,2629
53,House for sale,159000,77022,920,5000,1946,4.5,1496
0,House for sale,159900,77016,875,6344,1969,4.3,1249
0,House for sale,550000,77009,3611,13250,1949,5.5,3114
314,House for sale,320000,77009,816,8250,1940,6.3,1851
0,House for sale,599900,77009,1602,7208,1943,5.5,2139
0,House for sale,200000,77022,879,5800,1955,4.3,1401
0,House for sale,669000,77009,1108,5000,1928,7,2300
46,House for sale,599900,77009,1500,6150,1920,6.8,1768
0,House for sale,389000,77009,1004,5000,1930,6.3,3531
48,House for sale,695000,77009,2122,7950,1949,5.5,1999
33,House for sale,235000,77022,1411,7470,1955,4.3,1669
34,House for sale,299900,77018,896,6100,1920,4.3,1995
0,House for sale,190000,77026,1138,10200,1950,4,1317
0,House for sale,239990,77026,1080,9582,1950,4.5,1300
13,House for sale,435000,77009,1587,5500,1950,5.3,1997
39,House for sale,669000,77093,800,14520,2015,3.7,1300
219,New construction,329999,77093,1000,23450,1935,4.8,1414
32,House for sale,280000,77028,1288,8640,1950,4.3,1500
145,House for sale,650000,77022,1356,10868,1940,5,1794
0,House for sale,525000,77009,1170,7950,1938,5.5,2211
370,House for sale,358888,77022,1784,15500,1948,4.5,1944
93,House for sale,399000,77076,1042,18240,1920,4,1849
0,House for sale,408000,77022,888,15120,1952,5.3,1573
0,House for sale,595000,77009,1960,5000,1930,7,1284
251,House for sale,475000,77037,2275,24322,1986,4.3,1996
0,House for sale,299000,77009,852,6250,1940,5.5,1381
0,House for sale,199000,77022,768,5000,1945,4.5,1469
0,House for sale,425000,77026,1073,28000,1938,4.5,1264
0,House for sale,899000,77008,1703,12200,1930,6.8,5581
278,House for sale,269900,77026,852,9350,1980,4,1200
46,House for sale,750000,77037,1216,16389,1949,5.3,1450
0,House for sale,619000,77009,1991,5300,2018,5.5,1975
82,House for sale,450000,77022,1028,17442,1945,4,1399
90,House for sale,650000,77093,1440,75145,1945,4.3,1485
0,House for sale,379000,77022,1901,8910,1958,4.5,1845
0,House for sale,629900,77009,2104,16550,1956,5.5,3127
188,House for sale,225000,77026,904,15000,1945,4,1234
121,House for sale,420000,77009,888,2500,1981,6.3,1500
22,House for sale,850000,77009,1319,13400,1945,6.3,3361
314,House for sale,350000,77009,806,10350,1950,6.3,1379
28,House for sale,425000,77076,1732,8320,1960,4.3,1772
209,House for sale,635000,77009,1050,5000,1920,6.8,2195
40,House for sale,575000,77009,1664,7500,1950,6.3,1999
19,House for sale,809000,77009,1048,9000,1943,6.3,1621
70,New construction,179000,77078,1304,5000,2020,4.3,1224
3,House for sale,240000,77044,1800,5500,2003,3,1727
4,House for sale,129900,77044,1080,4400,2003,3,1300
23,House for sale,160000,77044,1176,6240,1980,3,1466
3,House for sale,179900,77016,1020,7440,1967,4.5,1290
4,House for sale,165000,77044,1188,4400,2003,3,1300
138,House for sale,170000,77028,1469,4522,1950,4.3,1399
4,House for sale,180000,77016,1421,6600,1960,4.3,1394
6,House for sale,189900,77078,1064,7338,1996,4.3,1300
0,House for sale,150000,77028,1575,7972,2019,4.3,1744
0,House for sale,249900,77078,1644,8820,1980,4.3,1494
0,House for sale,199990,77016,1518,7200,1960,4.5,1494
6,House for sale,220000,77028,857,7800,1948,4.8,1241
5,House for sale,189000,77016,1718,7150,1969,4.5,1535
53,House for sale,170000,77016,1728,9562,1970,4.5,1544
7,House for sale,229900,77078,1910,6600,1970,4.3,1697
0,House for sale,160000,77016,1080,6405,1955,4.3,1298
2,House for sale,150000,77028,1198,7507,1956,4.8,1288
3,House for sale,199900,77078,1252,5500,1983,4.5,1493
14,House for sale,330000,77028,4794,5001,1996,4.3,2816
0,House for sale,229990,77049,1103,7440,1983,5.3,1419
0,House for sale,190000,77028,1177,5001,1970,4.3,1498
0,House for sale,306000,77044,1972,9082,2017,3.4,1998
0,House for sale,158996,77016,964,6050,1974,4.3,1295
0,House for sale,157000,77028,1132,7076,1949,4.3,1294
10,House for sale,250000,77044,1178,4799,2014,3.4,1497
8,House for sale,250000,77049,1466,6325,1998,5,1599
6,House for sale,209500,77016,2058,7810,1960,4.5,1699
68,House for sale,319900,77028,1364,8703,2020,4.3,1628
0,House for sale,195000,77028,1200,7930,1947,4.3,1357
18,House for sale,190000,77028,1503,7039,2003,4.3,1613
0,House for sale,239000,77016,1784,7750,1962,4.5,1599
0,House for sale,137000,77028,1542,14950,1948,4.3,1413
0,House for sale,229900,77078,1478,6600,1975,4.3,1450
14,House for sale,320000,77028,1556,41864,1950,4.3,1369
0,House for sale,162500,77028,1086,8400,1947,4.8,1300
23,House for sale,208000,77078,1892,6270,1982,4.3,1665
0,House for sale,294000,77044,1847,8869,2006,3.4,1777
0,House for sale,289900,77016,2100,6820,1978,4.3,1845
279,House for sale,400000,77044,1036,14374,1980,4.7,1196
0,House for sale,185000,77078,1113,7200,1951,4.3,1294
0,House for sale,217000,77016,1769,5050,1972,4.3,1599
195,House for sale,209000,77016,694,8400,1948,4.5,1348
22,House for sale,255000,77016,2076,6431,1960,4.3,1699
56,House for sale,245000,77078,1686,6930,1975,4.3,1533
91,House for sale,186000,77028,841,7670,1954,4.8,1214
0,House for sale,239900,77049,1760,4830,2008,4.7,1726
3,House for sale,286800,77049,2009,5265,2013,5,1908
7,House for sale,249000,77044,2285,5617,2016,3.4,2074
14,House for sale,409000,77049,2970,9231,2000,5.3,2396
3,House for sale,235000,77015,1746,6819,1989,4.8,1697
3,House for sale,300000,77049,2466,4725,2012,4,2094
9,House for sale,228000,77044,1380,5352,2020,3.4,1633
0,House for sale,219999,77049,2284,7800,1964,4.7,1997
3,House for sale,300000,77044,2088,9563,2013,3.4,2024
0,House for sale,349000,77049,3320,5775,2006,4,2699
0,House for sale,312000,77049,2618,5839,2016,5,2199
0,House for sale,369999,77049,3836,9547,2017,4,2255
3,House for sale,295000,77044,1811,6533,2015,4,1807
6,House for sale,299999,77049,2364,4807,2013,4,2024
24,New construction,315000,77049,3146,6332,2007,5.3,2154
10,House for sale,306000,77044,2088,4400,2013,3.4,1900
5,House for sale,293000,77049,1835,5175,2008,4.7,1674
0,House for sale,266000,77530,2212,6098,1981,5,1885
94,House for sale,195000,77049,1436,10850,1965,4.7,1399
10,House for sale,269900,77044,1616,5835,2007,4,1639
131,House for sale,139999,77049,1004,3300,1981,5,1214
7,House for sale,285000,77044,2246,5797,2016,3.4,2080
10,House for sale,285000,77530,1882,6098,1983,5,1749
0,House for sale,315900,77049,2254,5137,2009,4,1914
17,House for sale,290000,77044,1669,5500,2018,4,1699
24,House for sale,210000,77530,1491,6098,1983,5,1603
19,House for sale,335000,77049,2394,5060,2010,5,1905
0,House for sale,288000,77044,2075,5576,2018,3.4,1900
0,House for sale,214900,77530,1464,5663,1980,5,1575
0,House for sale,499000,77044,1811,54445,1976,4.7,1663
75,House for sale,295000,77530,2385,5227,2001,5,1944
122,House for sale,285000,77049,2263,7762,1999,5.3,1938
35,House for sale,315000,77049,1377,45600,1950,4.7,1472
148,House for sale,340000,77015,1815,8323,1989,4.8,1749
0,House for sale,499000,77532,2430,118553,1994,4.8,2074
17,House for sale,399900,77562,3528,39512,1960,4.7,2185
5,House for sale,357500,77532,3085,5752,2015,4.8,2645
0,House for sale,309000,77562,1788,21150,1950,4.7,1507
4,House for sale,329500,77562,1835,29185,1980,4.7,1800
4,House for sale,284900,77562,1376,15895,1982,4.7,1599
4,House for sale,274000,77562,1892,6001,2007,4.7,1849
14,House for sale,378000,77532,2050,100702,1999,4.8,1981
22,House for sale,169900,77562,1304,8680,1949,4.7,1395
9,House for sale,225000,77562,1239,10800,1974,4.7,1495
0,House for sale,299900,77532,2239,5945,2020,4.8,1976
83,House for sale,194750,77562,936,13530,1955,4.7,1395
186,New construction,600000,77562,6016,45062,2020,4.7,1099
0,House for sale,429900,77532,1978,16422,1964,4.8,1849
0,New construction,724000,77532,2890,503771,2019,4.8,5292
0,House for sale,267000,77562,1734,6119,2015,4.7,1742
0,House for sale,384999,77532,1048,87120,1950,4.8,1369
5,House for sale,339000,77562,1320,20000,1980,4.7,1550
53,House for sale,315000,77562,2637,5600,2015,4.7,2271
0,House for sale,310000,77532,2244,5944,2020,4.8,1021
28,House for sale,190000,77521,1316,6300,1996,5.4,1564
0,House for sale,259900,77521,2748,7916,2005,5.4,1995
0,House for sale,285000,77521,1860,6213,2016,5.5,1902
3,House for sale,339000,77521,2898,6079,2004,5.4,1995
3,House for sale,225000,77521,1520,6825,1982,5.5,1699
0,House for sale,225000,77521,1713,11610,1978,5.5,1799
0,House for sale,280000,77521,1833,5489,2020,5.5,1988
49,House for sale,300000,77521,2771,7200,2006,5.4,1996
0,House for sale,323900,77521,2303,6050,2018,5.7,2100
3,House for sale,279999,77521,2269,9074,2000,5.5,1955
0,House for sale,240000,77521,1639,7221,2017,5.5,1761
5,House for sale,274900,77521,2517,6065,2009,5.5,1960
0,House for sale,344000,77521,2488,8000,2020,5.7,2227
0,House for sale,695000,77532,4332,237837,2013,4.8,4920
0,House for sale,255000,77521,2128,5691,2005,5.4,1887
0,House for sale,229500,77521,1665,7087,1998,5.5,1685
27,House for sale,299900,77521,1640,6050,2016,5.7,2098
5,House for sale,319900,77521,2404,10697,2019,5.5,2195
0,House for sale,313000,77521,2391,5400,2009,5.4,1954
0,House for sale,285000,77521,1758,6850,2016,5.5,1788
10,House for sale,215000,77521,1250,5519,2007,5.5,1550
0,House for sale,210500,77521,1520,6825,1984,5.5,1674
18,House for sale,274900,77521,2860,7515,2015,5.5,2265
0,House for sale,258900,77521,1274,9360,1979,5.5,1674
0,House for sale,334995,77521,2516,6732,2007,5.5,1875
0,House for sale,298999,77521,3018,5603,2004,5.4,2064
0,House for sale,297000,77521,2673,5579,2007,5.5,1995
0,House for sale,334999,77521,2941,5750,2017,5.5,2300
14,House for sale,315000,77521,2350,6350,2017,5.5,2102
0,House for sale,293000,77521,1974,6882,2009,5.5,1895
14,House for sale,309900,77521,1935,6350,2017,5.5,1975
42,House for sale,598000,77521,4201,6235,2016,5.4,3329
0,New construction,478109,77521,2580,7200,2017,5.5,2289
0,New construction,450990,77521,2274,7200,2017,5.5,2148
0,New construction,490309,77521,1697,7200,2017,5.5,1896
0,New construction,527119,77521,1833,8817,2017,5.5,1975
690,House for sale,825000,77521,1493,271335,2009,7,3921
0,House for sale,475000,77523,2586,9335,2018,7.5,1794
5,House for sale,319000,77523,1782,26964,2019,8,1825
12,House for sale,225000,77523,1404,5489,2017,8,1775
5,House for sale,375000,77523,2711,5750,2018,8,2290
0,House for sale,629900,77523,3690,19558,2020,8,1848
26,House for sale,555000,77523,2637,15516,1998,7.5,1891
0,House for sale,499999,77523,2985,22651,2003,7.5,2160
0,House for sale,275000,77523,2042,6186,2017,8,1724
7,House for sale,449900,77535,2675,8629,2020,7.5,2330
10,House for sale,321000,77523,2326,5489,2017,8,1746
0,House for sale,280000,77523,1475,10177,2013,8,1749
39,House for sale,300000,77523,2042,5489,2018,8,1848
0,House for sale,529000,77597,2646,218802,1995,5.7,1977
4,House for sale,245000,77423,1621,6014,2018,3.7,1845
0,House for sale,649000,77423,1600,239976,2002,6.7,1849
2,House for sale,875000,77494,4512,20537,2009,8.4,5163
12,House for sale,699000,77494,4293,13623,2003,7.7,4126
0,House for sale,559500,77494,2900,11655,2012,9,2749
11,House for sale,320000,77494,1820,6000,2008,8.4,2100
7,House for sale,425000,77494,2567,8444,2008,9.7,2495
4,House for sale,475000,77494,2808,7365,2006,9.4,2414
18,House for sale,334999,77494,1904,6832,2010,8.7,2149
4,House for sale,440000,77441,1916,11103,2018,6.7,2230
5,House for sale,358500,77494,2412,6320,2018,7.7,2364
4,House for sale,399900,77494,2705,8329,2015,7.7,2699
4,House for sale,599000,77494,3742,11889,2015,9,3511
5,House for sale,360000,77494,1934,9046,2012,8.4,2199
13,House for sale,799900,77493,4347,12952,2015,7,4160
3,House for sale,460000,77494,2672,8054,2016,9,2699
3,House for sale,620000,77494,3089,13226,2008,8.4,3660
5,House for sale,465000,77441,2614,10255,2018,6.7,2470
0,House for sale,619990,77494,3384,9458,2015,8.4,3185
4,House for sale,505000,77494,3180,7730,2011,8.7,2999
0,House for sale,429990,77493,2369,6847,2017,7,2331
3,House for sale,785000,77494,4213,10790,2012,9.7,4649
0,House for sale,599900,77494,3812,8470,2017,7.7,3744
11,House for sale,465000,77494,2558,8489,2014,7.7,2394
0,House for sale,465000,77494,2875,11691,2013,8.4,2799
3,House for sale,409000,77494,2602,6000,2007,9,2429
4,House for sale,599999,77494,2654,8374,2007,8.4,2429
4,House for sale,858000,77441,4387,11563,2018,8.5,4962
0,House for sale,800000,77494,4248,11412,2010,9,4407
4,House for sale,650000,77494,3822,9381,2017,9,4018
11,House for sale,320000,77494,1563,8820,2016,7.7,1848
6,House for sale,699900,77494,3110,9932,2010,9.7,3528
0,House for sale,498800,77494,2753,7614,2007,9,2506
5,House for sale,330000,77423,2388,5092,2013,7.7,2212
12,House for sale,412000,77494,2218,7799,2010,9,2248
0,House for sale,850000,77494,3969,7500,2018,9,4066
0,House for sale,825000,77494,4327,9722,2017,9,4721
5,House for sale,480000,77494,2778,6875,2010,9.7,2654
0,House for sale,429900,77494,2474,5850,2009,9.7,2385
0,House for sale,395000,77494,2375,5382,2010,9.7,2260
0,House for sale,529000,77441,3075,7313,2014,8.5,2907
5,House for sale,725000,77494,3337,13304,2012,9,4152
0,House for sale,448500,77494,2608,7850,2014,9,2640
0,House for sale,349900,77494,1890,6072,2006,8.7,2077
1,House for sale,508000,77423,3607,7749,2014,7.7,2175
4,House for sale,474950,77494,3213,10400,1989,8,2799
10,House for sale,379999,77494,2206,6057,2018,7.7,2291
4,House for sale,495000,77441,2995,8190,2010,8,2907
0,House for sale,525000,77493,4062,9622,1999,7.4,3899
0,House for sale,549900,77494,3484,7741,2015,7.7,3149
0,House for sale,453000,77494,2961,6487,2007,8.4,2828
11,House for sale,475000,77494,2552,12053,2017,7.7,2457
27,House for sale,359000,77494,2377,5458,2013,9,2350
0,House for sale,525000,77493,4017,9000,2002,7.4,2589
4,House for sale,545000,77494,3413,7875,2003,8.7,3216
0,House for sale,345000,77423,1741,5802,2012,7.7,1897
0,House for sale,859000,77494,4808,12074,2014,8.4,5283
0,House for sale,475000,77493,3129,10050,1999,7.4,2794
14,House for sale,469000,77441,2632,6322,2016,8,2447
21,House for sale,399999,77494,1960,13891,2013,8.4,2199
3,House for sale,515000,77494,2640,10430,2011,7.7,2699
0,House for sale,624000,77494,4132,11050,2006,7.7,3541
18,House for sale,598950,77494,4227,7320,2014,7.7,3313
0,House for sale,570000,77494,3601,9562,2010,8.4,3300
27,House for sale,825000,77441,4808,11348,2009,8,4314
24,House for sale,865000,77494,4850,14416,2014,8.4,4667
0,House for sale,800000,77441,4367,10359,2012,8.5,4001
0,House for sale,545000,77494,3332,8775,2016,7.7,3360
0,House for sale,519900,77494,3191,12072,2004,8.4,3255
9,House for sale,691000,77494,4089,9047,2010,8.4,3378
0,House for sale,547000,77494,3201,14134,2018,7.7,3300
0,House for sale,529990,77494,3080,8771,2009,9.7,2749
10,House for sale,560000,77494,3542,10296,2018,7.7,3340
0,House for sale,449900,77494,2843,6000,2013,7.7,2884
18,House for sale,499500,77494,3074,6479,2016,9,2941
10,House for sale,475000,77441,2972,6275,2015,8,2884
0,House for sale,535000,77494,3478,7316,2014,7.7,3255
0,House for sale,674000,77441,4302,8869,2012,8,4099
0,House for sale,659000,77493,3395,13108,2017,7,3149
10,House for sale,532000,77493,2764,11435,2017,7,2534
3,House for sale,550000,77441,3038,8183,2010,8.5,2900
0,House for sale,560000,77494,3898,8675,2016,7.7,3760
0,House for sale,525000,77423,3371,7488,2018,7.7,3149
3,House for sale,569000,77493,1671,21784,1955,6,3652
0,House for sale,465000,77494,2752,10266,1993,8,2443
0,House for sale,399900,77494,2511,7169,2012,7.7,2431
0,House for sale,625000,77494,4940,11210,2016,7.7,3525
14,House for sale,420000,77423,2591,10433,2016,7.7,2175
9,House for sale,615000,77494,3608,7838,2007,9.7,3499
0,House for sale,525000,77441,2916,8220,2015,8,2699
0,House for sale,349900,77423,1959,4948,2014,7.7,2250
25,House for sale,490000,77494,3086,8286,2014,7.7,2934
50,House for sale,510000,77494,3114,9764,2013,8.7,2922
0,House for sale,344500,77423,1959,4948,2013,7.7,1950
22,House for sale,529990,77494,2882,7525,2017,7.7,3155
20,House for sale,350000,77493,1200,9380,1930,6,1750
17,House for sale,310000,77423,1764,5904,2020,7.7,2159
0,House for sale,379990,77423,2812,6164,2020,7.7,2159
24,House for sale,370000,77423,2591,7214,2011,7.7,2175
10,House for sale,350000,77423,2440,10800,2018,7.7,2175
0,House for sale,579990,77494,3225,7796,2006,8.7,3170
0,House for sale,669999,77493,3727,8958,2015,7,3605
11,House for sale,399000,77494,2580,7085,2016,7.7,2499
101,House for sale,599995,77441,3573,7731,2019,8.5,3025
39,House for sale,425000,77494,2855,10143,2015,7.7,2699
0,House for sale,425000,77494,3224,4653,2004,7.7,2900
0,House for sale,525000,77423,2974,6861,2019,7.7,2999
10,House for sale,370000,77494,2053,7171,2015,7.7,2199
0,House for sale,754000,77423,3792,17068,2017,7.7,3809
0,House for sale,639900,77423,4006,8559,2017,7.7,3760
10,House for sale,480000,77494,2475,6000,2017,7.7,2431
38,House for sale,520000,77494,3345,9014,2016,7.7,3013
0,House for sale,550000,77493,2347,10312,1938,7.4,2245
14,House for sale,485000,77493,2846,6396,2018,7,2600
0,House for sale,449900,77494,3280,5929,2004,7.7,2900
0,New construction,757466,77441,3594,8129,2020,6.7,3300
92,House for sale,649900,77441,2991,8352,2013,8.5,2900
0,House for sale,369000,77494,1818,7148,2016,7.7,2145
11,Foreclosure,214000,77450,1815,8711,1982,5.7,1825
2,House for sale,550000,77494,3163,7629,2003,9.4,2699
0,House for sale,415000,77450,2560,10888,1989,7.7,2395
1,House for sale,245000,77407,1633,5750,2004,6,1900
4,House for sale,315000,77450,2047,6720,1994,8.4,1990
0,House for sale,395000,77493,1921,8400,2004,6,1900
13,House for sale,270000,77450,1975,7475,1993,6.4,1849
5,House for sale,295000,77494,1392,8118,1984,9,1811
3,House for sale,255000,77450,1963,7820,1978,6,1853
6,House for sale,300000,77450,1889,7137,1983,5.7,1870
4,House for sale,375000,77450,3048,8606,1996,6,2710
0,House for sale,460000,77494,2605,7524,2002,9.4,2400
5,House for sale,349900,77450,2225,9855,1975,6.4,2222
52,House for sale,250000,77450,2534,7623,2000,7.7,2350
3,House for sale,425000,77494,2595,8176,1998,8.4,2300
0,House for sale,349900,77494,1847,13501,2005,9.4,2100
4,House for sale,399900,77494,2370,6596,2000,9.4,2228
4,House for sale,539500,77494,3212,11255,2003,9.4,3408
0,House for sale,399999,77494,2082,7191,2020,7.7,2100
2,House for sale,419900,77450,3091,7800,1997,8.7,2300
3,House for sale,785000,77494,4764,14935,2003,9.4,4756
0,House for sale,345000,77450,2335,6900,1998,7.7,2092
4,House for sale,310000,77450,1860,6600,2001,7.7,1838
2,House for sale,475000,77494,3067,7797,2001,8.7,2400
5,House for sale,485000,77450,3485,8812,1982,6.4,3300
0,House for sale,470000,77494,3176,7939,2003,8,2884
3,House for sale,350000,77450,2267,7475,1978,6.4,1931
4,House for sale,479000,77450,2435,9111,2002,9.4,2298
18,House for sale,395000,77493,2190,8215,2005,6,1999
3,House for sale,499900,77450,3382,9307,1989,7.7,2946
0,House for sale,444990,77450,2739,8773,2001,8.4,2300
11,House for sale,319000,77494,1808,7489,1995,9,1998
3,House for sale,430000,77450,3300,7875,1973,6.4,2449
5,House for sale,300000,77450,1719,7245,1977,6,1800
4,House for sale,450000,77494,3169,7443,1998,8,2449
0,House for sale,389000,77450,2726,8040,1983,6.4,2279
0,House for sale,510000,77450,2753,10047,1991,8.7,2389
19,House for sale,325000,77494,2071,5163,2008,6,1999
10,House for sale,375000,77494,2518,5980,2005,8,2380
0,House for sale,485000,77450,3190,9812,2001,8.7,2796
15,House for sale,390000,77450,2448,8125,1980,6.4,2270
0,House for sale,769596,77494,4609,12106,2004,9.4,4305
12,House for sale,499000,77450,2643,12137,1992,8.7,2400
25,House for sale,400000,77450,2658,9086,1976,6.4,2449
0,House for sale,438000,77450,2739,8122,2003,8.7,2329
18,House for sale,304900,77450,1708,14600,1978,6,1814
6,House for sale,415000,77494,2272,6298,1996,8.7,2275
0,House for sale,425000,77494,2683,7606,1992,8.4,2429
3,House for sale,865900,77494,4307,12973,2004,9.4,4905
27,House for sale,439900,77494,2826,6270,2007,9.4,2497
4,House for sale,575000,77494,3179,137,2001,8,3300
6,House for sale,735000,77450,3816,13000,1994,8.4,3565
0,House for sale,559500,77450,4396,8400,1997,8.7,3334
4,House for sale,388800,77449,2409,10400,1984,5.4,1999
0,House for sale,339000,77494,2621,5500,2006,6,2285
12,House for sale,335000,77450,2006,9280,1979,6,1900
5,House for sale,450000,77494,2564,6000,2012,8.7,2455
46,House for sale,405000,77494,2533,8570,2001,8.7,2400
0,House for sale,299000,77449,1978,7881,1983,5.4,1820
5,House for sale,875000,77450,4715,9867,1993,8.7,4397
7,House for sale,405000,77450,2798,7051,1992,8.4,2350
0,House for sale,799900,77494,3983,15401,2007,9,4580
0,House for sale,313000,77450,1846,7021,1983,5.7,1875
0,House for sale,449000,77450,3181,6971,2003,9.4,2777
5,House for sale,456000,77494,2621,9942,2004,9,2398
11,House for sale,429900,77094,2246,9100,1993,6.4,1999
3,House for sale,299999,77450,1620,13090,1975,5.7,1724
2,House for sale,275000,77450,1604,5472,1983,6.4,1699
0,House for sale,410000,77450,2444,6382,1996,8.7,2227
0,House for sale,619000,77094,3763,8400,1998,6.4,3425
11,House for sale,664990,77450,4257,11549,1998,8.7,4067
4,House for sale,712500,77094,3679,13700,1991,8.4,3676
24,House for sale,409900,77084,3269,11196,1998,6.7,2774
0,House for sale,775000,77450,4555,13125,2002,9.4,4738
4,House for sale,595000,77450,3242,9878,1995,8.7,2855
0,House for sale,539000,77450,3683,10140,1998,8.7,2599
8,House for sale,415000,77450,2518,6753,1998,8.4,2313
0,House for sale,625000,77094,4366,10533,1993,6.4,3172
