addressLine1	bathrooms	bedrooms	city	county	createdDate	daysOnMarket	formattedAddress	id	lastSeen	latitude	listedDate	longitude	lotSize	price	propertyType	rawAddress	removedDate	squareFootage	state	status	yearBuilt	zipCode
11636 Grand Pine Dr			Montgomery	Montgomery County	2021-07-12T10:59:29.258Z	161	11636 Grand Pine Dr, Montgomery, TX 77356	11636-Grand-Pine-Dr,-Montgomery,-TX-77356	2022-10-24T14:42:16.664Z	30.40847	2022-05-17T02:45:36.000Z	-95.669485	21780	250000	Land	11636 Grand Pine Dr, Montgomery, TX 77356			TX	Active		77356
10243 Bayou Oaks Dr	3.5	4	Conroe	Montgomery County	2022-05-17T15:37:34.544Z	161	10243 Bayou Oaks Dr, Conroe, TX 77385	10243-Bayou-Oaks-Dr,-Conroe,-TX-77385	2022-10-24T14:42:16.664Z	30.201979	2022-05-17T14:00:20.000Z	-95.428462		495535	Single Family	10243 Bayou Oaks Dr, Conroe, TX 77385		3176	TX	Active		77385
123 Stellar Hills Ct	3.5	4	Willis	Montgomery County	2022-09-04T14:06:37.688Z	161	123 Stellar Hills Ct, Willis, TX 77318	123-Stellar-Hills-Ct,-Willis,-TX-77318	2022-10-24T14:42:16.664Z	30.397638	2022-05-16T22:34:46.000Z	-95.506555	9126	659573	Single Family	123 Stellar Hills Ct, Willis, TX 77318		3757	TX	Active	2022	77318
1917 Tickner St	2	4	Conroe	Montgomery County	2022-05-18T14:47:12.080Z	160	1917 Tickner St, Conroe, TX 77301	1917-Tickner-St,-Conroe,-TX-77301	2022-10-24T14:42:16.663Z	30.33185	2022-05-17T21:55:02.000Z	-95.459008	7701	289999	Single Family	1917 Tickner St, Conroe, TX 77301		2083	TX	Active	1980	77301
24086 Butterfly Ln			Porter	Montgomery County	2022-05-18T10:12:11.299Z	160	24086 Butterfly Ln, Porter, TX 77365	24086-Butterfly-Ln,-Porter,-TX-77365	2022-10-24T14:42:16.662Z	30.097774	2022-05-17T20:55:24.000Z	-95.294826	51000	140000	Land	24086 Butterfly Ln, Porter, TX 77365			TX	Active		77365
950 Bentwater Dr			Montgomery	Montgomery County	2020-09-15T10:51:29.876Z	160	950 Bentwater Dr, Montgomery, TX 77356	950-Bentwater-Dr,-Montgomery,-TX-77356	2022-10-24T14:42:16.662Z	30.422473	2022-05-18T00:58:04.000Z	-95.630642	11394	115000	Land	950 Bentwater Dr, Montgomery, TX 77356			TX	Active		77356
30016 Meadowsweet Dr	7	5	Magnolia	Montgomery County	2022-05-18T16:11:41.919Z	160	30016 Meadowsweet Dr, Magnolia, TX 77355	30016-Meadowsweet-Dr,-Magnolia,-TX-77355	2022-10-24T14:42:16.662Z	30.141081	2022-05-18T11:39:41.000Z	-95.778113	2439360	7200000	Single Family	30016 Meadowsweet Dr, Magnolia, TX 77355		5833	TX	Active	2006	77355
Country Place Dr			Conroe	Montgomery County	2022-09-05T14:19:18.329Z	160	Country Place Dr, Conroe, TX 77302	Country-Place-Dr,-Conroe,-TX-77302	2022-10-24T14:42:16.662Z	30.179962	2022-05-17T15:13:51.000Z	-95.294896	188615	200000	Land	Country Place Dr, Conroe, TX 77302			TX	Active		77302
15855 Rabon Chapel Rd	3	4	Montgomery	Montgomery County	2022-05-18T16:11:32.623Z	160	15855 Rabon Chapel Rd, Montgomery, TX 77316	15855-Rabon-Chapel-Rd,-Montgomery,-TX-77316	2022-10-24T14:42:16.662Z	30.328342	2022-05-18T12:54:31.000Z	-95.609819	647824	1779000	Single Family	15855 Rabon Chapel Rd, Montgomery, TX 77316		3292	TX	Active	2006	77316
27530 S Lazy Meadow Way			Spring	Montgomery County	2022-05-19T15:53:09.957Z	159	27530 S Lazy Meadow Way, Spring, TX 77386	27530-S-Lazy-Meadow-Way,-Spring,-TX-77386	2022-10-24T14:42:16.661Z	30.074408	2022-05-19T00:37:03.000Z	-95.31813	43560	398000	Land	27530 S Lazy Meadow Way, Spring, TX 77386			TX	Active		77386
40 Wycliffe Dr			Montgomery	Montgomery County	2021-10-22T09:42:24.907Z	160	40 Wycliffe Dr, Lot BENTWATER56, Montgomery, TX 77356	40-Wycliffe-Dr,-Lot-BENTWATER56,-Montgomery,-TX-77356	2022-10-24T14:42:16.661Z	30.423998	2022-05-18T01:10:02.000Z	-95.637031	14309	145000	Land	40 Wycliffe Dr Lot BENTWATER56, Montgomery, TX 77356			TX	Active		77356
12523 Lakeview Dr	4	5	Montgomery	Montgomery County	2022-05-18T15:42:32.896Z	160	12523 Lakeview Dr, Montgomery, TX 77356	12523-Lakeview-Dr,-Montgomery,-TX-77356	2022-10-24T14:42:16.661Z	30.385626	2022-05-17T19:55:46.000Z	-95.614246	8176	445000	Single Family	12523 Lakeview Dr, Montgomery, TX 77356		4123	TX	Active	2000	77356
15682 Wooded Trail Way			Willis	Montgomery County	2022-09-05T14:19:18.328Z	160	15682 Wooded Trail Way, Willis, TX 77378	15682-Wooded-Trail-Way,-Willis,-TX-77378	2022-10-24T14:42:16.661Z	30.44394	2022-05-17T16:43:35.000Z	-95.422728	87120	170000	Land	15682 Wooded Trail Way, Willis, TX 77378			TX	Active		77378
11819 Equestrian Blvd			Magnolia	Montgomery County	2020-11-03T18:15:36.733Z	160	11819 Equestrian Blvd, Magnolia, TX 77354	11819-Equestrian-Blvd,-Magnolia,-TX-77354	2022-10-24T14:42:16.660Z	30.214686	2022-05-17T22:21:52.000Z	-95.652287	232610	400000	Land	11819 Equestrian Blvd, Magnolia, TX 77354			TX	Active		77354
28017 Casey Rd	2	4	New Caney	Montgomery County	2022-05-18T15:52:37.079Z	159	28017 Casey Rd, New Caney, TX 77357	28017-Casey-Rd,-New-Caney,-TX-77357	2022-10-24T14:42:16.659Z	30.157615	2022-05-18T15:34:51.000Z	-95.13175	145926	399000	Single Family	28017 Casey Rd, New Caney, TX 77357		1680	TX	Active	1982	77357
24205 Holly Ride Rd			Porter	Montgomery County	2022-05-19T16:16:49.938Z	159	24205 Holly Ride Rd, Porter, TX 77365	24205-Holly-Ride-Rd,-Porter,-TX-77365	2022-10-24T14:42:16.658Z	30.099859	2022-05-19T00:15:49.000Z	-95.275489	1086866	1199900	Single Family	24205 Holly Ride Rd, Porter, TX 77365			TX	Active		77365
Timber Ridge Dr			Magnolia	Montgomery County	2022-09-05T14:19:18.320Z	159	Timber Ridge Dr, Lot 48, Magnolia, TX 77355	Timber-Ridge-Dr,-Lot-48,-Magnolia,-TX-77355	2022-10-24T14:42:16.658Z	30.182081	2022-05-18T23:28:56.000Z	-95.774485	86946	299000	Land	Timber Ridge Dr Lot 48, Magnolia, TX 77355			TX	Active		77355
27139 Grey Fox Run	3	4	Magnolia	Montgomery County	2022-10-06T14:27:35.744Z	159	27139 Grey Fox Run, Magnolia, TX 77354	27139-Grey-Fox-Run,-Magnolia,-TX-77354	2022-10-24T14:42:16.658Z	30.1512	2022-05-18T22:13:12.000Z	-95.6163	5715	309990	Single Family	27139 Grey Fox Run, Magnolia, TX 77354		1759	TX	Active	2022	77354
25635 Cambridge Blvd			New Caney	Montgomery County	2022-05-19T10:19:16.426Z	159	25635 Cambridge Blvd, Lot 66, New Caney, TX 77357	25635-Cambridge-Blvd,-Lot-66,-New-Caney,-TX-77357	2022-10-24T14:42:16.657Z	30.168203	2022-05-19T01:18:37.000Z	-95.157432	16117	75000	Land	25635 Cambridge Blvd Lot 66, New Caney, TX 77357			TX	Active		77357
38234 S Lost Creek Blvd	2.5	4	Magnolia	Montgomery County	2022-05-19T15:48:37.445Z	159	38234 S Lost Creek Blvd, Magnolia, TX 77355	38234-S-Lost-Creek-Blvd,-Magnolia,-TX-77355	2022-10-24T14:42:16.657Z	30.190636	2022-05-19T00:06:19.000Z	-95.726487	7601	318000	Single Family	38234 S Lost Creek Blvd, Magnolia, TX 77355		2154	TX	Active	2013	77355
230 Aster View Ct	2	3	Montgomery	Montgomery County	2022-05-19T15:54:48.605Z	159	230 Aster View Ct, Montgomery, TX 77316	230-Aster-View-Ct,-Montgomery,-TX-77316	2022-10-24T14:42:16.657Z	30.2901	2022-05-18T21:43:08.000Z	-95.555532	7222	369000	Single Family	230 Aster View Ct, Montgomery, TX 77316		1615	TX	Active	2019	77316
25639 Cambridge Blvd			New Caney	Montgomery County	2022-05-19T10:19:16.424Z	159	25639 Cambridge Blvd, Lot 65, New Caney, TX 77357	25639-Cambridge-Blvd,-Lot-65,-New-Caney,-TX-77357	2022-10-24T14:42:12.296Z	30.168205	2022-05-19T01:31:05.000Z	-95.157117	20909	75000	Land	25639 Cambridge Blvd Lot 65, New Caney, TX 77357			TX	Active		77357
48 Hillwood Ln			Montgomery	Montgomery County	2021-10-19T08:33:02.057Z	158	48 Hillwood Ln, Montgomery, TX 77356	48-Hillwood-Ln,-Montgomery,-TX-77356	2022-10-24T14:42:12.294Z	30.432987	2022-05-19T17:10:53.000Z	-95.618332	8616	115000	Land	48 Hillwood Ln, Montgomery, TX 77356			TX	Active		77356
20148 Clear Ridge Ln	2.5	4	Montgomery	Montgomery County	2022-05-20T15:41:53.143Z	158	20148 Clear Ridge Ln, Montgomery, TX 77316	20148-Clear-Ridge-Ln,-Montgomery,-TX-77316	2022-10-24T14:42:12.294Z	30.36495	2022-05-19T16:09:11.000Z	-95.6709		414485	Single Family	20148 Clear Ridge Ln, Montgomery, TX 77316		2599	TX	Active		77316
32006 Ashton Ln	2.5	4	Pinehurst	Montgomery County	2020-09-20T17:50:07.853Z	158	32006 Ashton Ln, Pinehurst, TX 77362	32006-Ashton-Ln,-Pinehurst,-TX-77362	2022-10-24T14:42:12.294Z	30.13448	2022-05-19T15:43:51.000Z	-95.64751	6621	329000	Single Family	32006 Ashton Ln, Pinehurst, TX 77362		2744	TX	Active	2003	77362
18529 Meadow Point Ln	2	3	Montgomery	Montgomery County	2022-05-19T15:24:48.227Z	159	18529 Meadow Point Ln, Montgomery, TX 77316	18529-Meadow-Point-Ln,-Montgomery,-TX-77316	2022-10-24T14:42:12.291Z	30.3682915	2022-05-19T08:55:22.000Z	-95.6389465		305740	Single Family	18529 Meadow Point Ln, Montgomery, TX 77316		1449	TX	Active	2022	77316
22 Highland Point Dr			Montgomery	Montgomery County	2020-09-15T06:07:27.545Z	158	22 Highland Point Dr, Montgomery, TX 77356	22-Highland-Point-Dr,-Montgomery,-TX-77356	2022-10-24T14:42:12.290Z	30.429425	2022-05-19T17:35:14.000Z	-95.637676	7153	115000	Land	22 Highland Point Dr, Montgomery, TX 77356			TX	Active		77356
27107 Grey Fox Run	2	3	Magnolia	Montgomery County	2022-09-04T14:05:37.241Z	159	27107 Grey Fox Run, Magnolia, TX 77354	27107-Grey-Fox-Run,-Magnolia,-TX-77354	2022-10-24T14:42:12.290Z	30.147452	2022-05-19T02:57:54.000Z	-95.615473	4800	279990	Single Family	27107 Grey Fox Run, Magnolia, TX 77354		1505	TX	Active	2022	77354
Lake Dr			New Caney	Montgomery County	2022-09-05T14:19:18.315Z	158	Lake Dr, Lot 14, New Caney, TX 77357	Lake-Dr,-Lot-14,-New-Caney,-TX-77357	2022-10-24T14:42:12.290Z	30.137565	2022-05-19T17:44:28.000Z	-95.18684	10999	59900	Land	Lake Dr Lot 14, New Caney, TX 77357			TX	Active		77357
25070 Hayden Rd	2	3	Splendora	Montgomery County	2022-05-20T15:49:55.336Z	158	25070 Hayden Rd, Splendora, TX 77372	25070-Hayden-Rd,-Splendora,-TX-77372	2022-10-24T14:42:12.289Z	30.240613	2022-05-19T19:07:39.000Z	-95.177888	217800	525000	Single Family	25070 Hayden Rd, Splendora, TX 77372		1248	TX	Active	2012	77372
6906 Grant Dr	3.5	6	Magnolia	Montgomery County	2022-05-20T15:50:11.488Z	158	6906 Grant Dr, Magnolia, TX 77354	6906-Grant-Dr,-Magnolia,-TX-77354	2022-10-24T14:42:12.289Z	30.23606	2022-05-19T21:23:28.000Z	-95.578917	12001	570000	Single Family	6906 Grant Dr, Magnolia, TX 77354		5182	TX	Active	2006	77354
19 Cider Mill Ct	3.5	4	The Woodlands	Montgomery County	2022-05-20T15:49:55.345Z	158	19 Cider Mill Ct, The Woodlands, TX 77382	19-Cider-Mill-Ct,-The-Woodlands,-TX-77382	2022-10-24T14:42:12.289Z	30.212917	2022-05-20T00:55:11.000Z	-95.555987	9165	500000	Single Family	19 Cider Mill Ct, The Woodlands, TX 77382		2630	TX	Active	2001	77382
Tbd Lot 12 Roman Frst			Roman Forest	Montgomery County	2022-09-05T14:19:18.315Z	158	Tbd Lot 12 Roman Frst, Lot 12, Roman Forest, TX 77357	Tbd-Lot-12-Roman-Frst,-Lot-12,-Roman-Forest,-TX-77357	2022-10-24T14:42:12.288Z	30.172698	2022-05-19T18:13:17.000Z	-95.202561	28998	99000	Land	Tbd Lot 12 Roman Frst Lot 12, Roman Forest, TX 77357			TX	Active		77357
32006 Quail Terrace Ln	2.5	4	Conroe	Montgomery County	2022-05-21T15:30:19.982Z	157	32006 Quail Terrace Ln, Conroe, TX 77385	32006-Quail-Terrace-Ln,-Conroe,-TX-77385	2022-10-24T14:42:12.288Z	30.158207	2022-05-20T15:25:57.000Z	-95.405817	1742400	370859	Single Family	32006 Quail Terrace Ln, Conroe, TX 77385		2237	TX	Active	2022	77385
498 Angler Rd	4.5	5	Montgomery	Montgomery County	2022-05-20T16:03:51.971Z	157	498 Angler Rd, Montgomery, TX 77316	498-Angler-Rd,-Montgomery,-TX-77316	2022-10-24T14:42:12.288Z	30.299851	2022-05-20T14:55:53.000Z	-95.559005	402930	1350000	Single Family	498 Angler Rd, Montgomery, TX 77316		4468	TX	Active	2005	77316
786 Presswood Dr			Conroe	Montgomery County	2022-05-20T15:27:37.609Z	158	786 Presswood Dr, Conroe, TX 77301	786-Presswood-Dr,-Conroe,-TX-77301	2022-10-24T14:42:12.288Z	30.313202	2022-05-19T21:46:29.000Z	-95.411611	156816	399986	Land	786 Presswood Dr, Conroe, TX 77301			TX	Active		77301
23563 Marble Pass Trce	2	4	New Caney	Montgomery County	2022-05-24T15:40:26.453Z	158	23563 Marble Pass Trce, New Caney, TX 77357	23563-Marble-Pass-Trce,-New-Caney,-TX-77357	2022-10-24T14:42:12.287Z	30.164473	2022-05-20T11:35:22.000Z	-95.19077		333990	Single Family	23563 Marble Pass Trce, New Caney, TX 77357		2063	TX	Active		77357
16907 Glen Eagle Dr	2	3	Conroe	Montgomery County	2022-05-20T13:03:11.330Z	158	16907 Glen Eagle Dr, Conroe, TX 77385	16907-Glen-Eagle-Dr,-Conroe,-TX-77385	2022-10-24T14:42:12.287Z	30.213621	2022-05-19T22:52:10.000Z	-95.433403	8438	239000	Single Family	16907 Glen Eagle Dr, Conroe, TX 77385		1635	TX	Active	1979	77385
23554 Marble Pass Trce	2	3	New Caney	Montgomery County	2022-05-24T15:36:35.944Z	158	23554 Marble Pass Trce, New Caney, TX 77357	23554-Marble-Pass-Trce,-New-Caney,-TX-77357	2022-10-24T14:42:12.287Z	30.164473	2022-05-20T11:35:22.000Z	-95.19077		308990	Single Family	23554 Marble Pass Trce, New Caney, TX 77357		1672	TX	Active		77357
268 Bunker Hill Dr			Willis	Montgomery County	2022-05-21T14:36:27.949Z	157	268 Bunker Hill Dr, Willis, TX 77378	268-Bunker-Hill-Dr,-Willis,-TX-77378	2022-10-24T14:42:12.285Z	30.427235	2022-05-20T15:56:02.000Z	-95.560252	11922	325000	Land	268 Bunker Hill Dr, Willis, TX 77378			TX	Active		77378
23559 Marble Pass Trce	3	4	New Caney	Montgomery County	2022-05-24T15:47:03.279Z	158	23559 Marble Pass Trce, New Caney, TX 77357	23559-Marble-Pass-Trce,-New-Caney,-TX-77357	2022-10-24T14:42:12.284Z	30.164473	2022-05-20T11:35:22.000Z	-95.19077		368990	Single Family	23559 Marble Pass Trce, New Caney, TX 77357		2325	TX	Active		77357
36922 Post Oak Run			Magnolia	Montgomery County	2022-05-21T15:56:55.715Z	157	36922 Post Oak Run, Magnolia, TX 77355	36922-Post-Oak-Run,-Magnolia,-TX-77355	2022-10-24T14:42:12.284Z	30.169534	2022-05-20T19:55:45.000Z	-95.717737	217800	535000	Land	36922 Post Oak Run, Magnolia, TX 77355			TX	Active		77355
331 Honey Mesquite Path	2.5	4	Willis	Montgomery County	2022-09-03T14:09:24.870Z	157	331 Honey Mesquite Path, Willis, TX 77318	331-Honey-Mesquite-Path,-Willis,-TX-77318	2022-10-24T14:42:12.283Z	30.405989	2022-05-20T17:46:34.000Z	-95.509608	6782	389990	Single Family	331 Honey Mesquite Path, Willis, TX 77318		2514	TX	Active	2022	77318
750 Danville St			Willis	Montgomery County	2022-09-05T14:19:18.308Z	157	750 Danville St, Willis, TX 77378	750-Danville-St,-Willis,-TX-77378	2022-10-24T14:42:12.283Z	30.430411	2022-05-20T17:07:59.000Z	-95.483332	13068	124900	Land	750 Danville St, Willis, TX 77378			TX	Active		77378
13713 Lookout Ct	2	3	Willis	Montgomery County	2022-05-21T09:17:29.633Z	157	13713 Lookout Ct, Willis, TX 77318	13713-Lookout-Ct,-Willis,-TX-77318	2022-10-24T14:42:12.282Z	30.448061	2022-05-20T21:25:36.000Z	-95.565199	3655	125000	Single Family	13713 Lookout Ct, Willis, TX 77318		880	TX	Active	2022	77318
Royal Forest Dr			Conroe	Montgomery County	2022-09-05T14:19:18.308Z	157	Royal Forest Dr, Conroe, TX 77303	Royal-Forest-Dr,-Conroe,-TX-77303	2022-10-24T14:42:12.282Z	30.410726	2022-05-20T17:10:46.000Z	-95.412895	128502	70000	Land	Royal Forest Dr, Conroe, TX 77303			TX	Active		77303
834 Spruce Pine Dr	2	3	Willis	Montgomery County	2022-09-03T14:09:24.870Z	157	834 Spruce Pine Dr, Willis, TX 77318	834-Spruce-Pine-Dr,-Willis,-TX-77318	2022-10-24T14:42:12.281Z	30.405519	2022-05-20T18:08:46.000Z	-95.511343	6327	359990	Single Family	834 Spruce Pine Dr, Willis, TX 77318		1944	TX	Active	2022	77318
14413 Tunnel Tree Ct	2.5	4	Conroe	Montgomery County	2022-05-22T15:38:54.404Z	156	14413 Tunnel Tree Ct, Conroe, TX 77384	14413-Tunnel-Tree-Ct,-Conroe,-TX-77384	2022-10-24T14:42:12.280Z	30.25128	2022-05-22T07:05:41.000Z	-95.52211	9544	457440	Single Family	14413 Tunnel Tree Ct, Conroe, TX 77384		2598	TX	Active	2022	77384
230 Magnolia Bend St			New Caney	Montgomery County	2022-05-22T10:31:17.600Z	156	230 Magnolia Bend St, New Caney, TX 77357	230-Magnolia-Bend-St,-New-Caney,-TX-77357	2022-10-24T14:42:12.280Z	30.171216	2022-05-21T23:39:43.000Z	-95.162063	19001	80000	Land	230 Magnolia Bend St, New Caney, TX 77357			TX	Active		77357
23447 Owens Rd			Porter	Montgomery County	2020-09-22T02:13:21.847Z	156	23447 Owens Rd, Porter, TX 77365	23447-Owens-Rd,-Porter,-TX-77365	2022-10-24T14:42:12.280Z	30.105704	2022-05-21T16:16:04.000Z	-95.225353	435600	749900	Land	23447 Owens Rd, Porter, TX 77365			TX	Active		77365
14706 Blackbrush Mnr	2	4	Magnolia	Montgomery County	2022-05-22T14:35:07.472Z	156	14706 Blackbrush Mnr, Magnolia, TX 77354	14706-Blackbrush-Mnr,-Magnolia,-TX-77354	2022-10-24T14:42:12.280Z	30.22964	2022-05-22T07:05:41.000Z	-95.70467		291715	Single Family	14706 Blackbrush Mnr, Magnolia, TX 77354		1748	TX	Active	2022	77354
14919 Prickly Pear Cv	2	3	Magnolia	Montgomery County	2022-05-22T14:26:53.717Z	156	14919 Prickly Pear Cv, Magnolia, TX 77354	14919-Prickly-Pear-Cv,-Magnolia,-TX-77354	2022-10-24T14:42:12.280Z	30.22964	2022-05-22T07:05:41.000Z	-95.70467	6129	280490	Single Family	14919 Prickly Pear Cv, Magnolia, TX 77354		1501	TX	Active	2022	77354
4490 Lily Bean Rd			Montgomery	Montgomery County	2022-02-04T14:06:25.751Z	155	4490 Lily Bean Rd, Montgomery, TX 77316	4490-Lily-Bean-Rd,-Montgomery,-TX-77316	2022-10-24T14:42:12.279Z	30.3177	2022-05-23T01:45:45.000Z	-95.78293	27007	430000	Land	4490 Lily Bean Rd, Montgomery, TX 77316			TX	Active		77316
40103 Mill Creek Rd			Magnolia	Montgomery County	2022-05-23T16:04:52.470Z	155	40103 Mill Creek Rd, Lot 4, Magnolia, TX 77354	40103-Mill-Creek-Rd,-Lot-4,-Magnolia,-TX-77354	2022-10-24T14:42:12.279Z	30.230554	2022-05-22T22:45:36.000Z	-95.706365	51401	425000	Land	40103 Mill Creek Rd Lot 4, Magnolia, TX 77354			TX	Active		77354
17451 S Tram Rd			Splendora	Montgomery County	2021-03-02T10:44:17.931Z	156	17451 S Tram Rd, Splendora, TX 77372	17451-S-Tram-Rd,-Splendora,-TX-77372	2022-10-24T14:42:12.279Z	30.191252	2022-05-21T18:43:07.000Z	-95.140279	292723	280000	Land	17451 S Tram Rd, Splendora, TX 77372			TX	Active		77372
23535 Marble Pass Trce	3	4	New Caney	Montgomery County	2022-05-24T15:47:03.278Z	154	23535 Marble Pass Trce, New Caney, TX 77357	23535-Marble-Pass-Trce,-New-Caney,-TX-77357	2022-10-24T14:42:12.277Z	30.164473	2022-05-24T11:35:35.000Z	-95.19077		359990	Single Family	23535 Marble Pass Trce, New Caney, TX 77357		2335	TX	Active		77357
157 Somerset Point Blvd	3	4	Montgomery	Montgomery County	2022-05-24T16:08:43.063Z	154	157 Somerset Point Blvd, Montgomery, TX 77316	157-Somerset-Point-Blvd,-Montgomery,-TX-77316	2022-10-24T14:42:12.277Z	30.274922	2022-05-23T22:34:00.000Z	-95.534459	8817	578947	Single Family	157 Somerset Point Blvd, Montgomery, TX 77316		3002	TX	Active	2022	77316
6130 Hazel Lake Dr	2.5	4	Conroe	Montgomery County	2022-09-05T14:19:18.303Z	155	6130 Hazel Lake Dr, Conroe, TX 77303	6130-Hazel-Lake-Dr,-Conroe,-TX-77303	2022-10-24T14:42:12.277Z	30.36272	2022-05-22T14:54:53.000Z	-95.387631	16000	404790	Single Family	6130 Hazel Lake Dr, Conroe, TX 77303		1968	TX	Active	2022	77303
13401 W Summerchase Cir	2.5	3	Willis	Montgomery County	2022-05-25T15:43:41.541Z	153	13401 W Summerchase Cir, Willis, TX 77318	13401-W-Summerchase-Cir,-Willis,-TX-77318	2022-10-24T14:42:12.276Z	30.431783	2022-05-24T17:23:27.000Z	-95.576928	6437	334900	Single Family	13401 W Summerchase Cir, Willis, TX 77318		1929	TX	Active	2022	77318
11173 Crockett Martin Rd			Conroe	Montgomery County	2022-05-24T16:21:20.051Z	154	11173 Crockett Martin Rd, Conroe, TX 77306	11173-Crockett-Martin-Rd,-Conroe,-TX-77306	2022-10-24T14:42:12.276Z	30.288218	2022-05-24T13:33:59.000Z	-95.305804	302838	2400000	Land	11173 Crockett Martin Rd, Conroe, TX 77306			TX	Active		77306
15580 Palmetto			Conroe	Montgomery County	2022-05-25T07:03:56.423Z	153	15580 Palmetto, Conroe, TX 77302	15580-Palmetto,-Conroe,-TX-77302	2022-10-24T14:42:12.276Z	30.227319	2022-05-24T18:49:42.000Z	-95.414267	10454	13800	Land	15580 Palmetto, Conroe, TX 77302			TX	Active		77302
23543 Marble Pass Trce	2	4	New Caney	Montgomery County	2022-05-24T15:41:01.604Z	154	23543 Marble Pass Trce, New Caney, TX 77357	23543-Marble-Pass-Trce,-New-Caney,-TX-77357	2022-10-24T14:42:12.276Z	30.164473	2022-05-24T11:35:35.000Z	-95.19077		338990	Single Family	23543 Marble Pass Trce, New Caney, TX 77357		2063	TX	Active		77357
18107 Harbor Trail Ln	4.5	5	Conroe	Montgomery County	2022-09-05T14:19:18.299Z	154	18107 Harbor Trail Ln, Conroe, TX 77302	18107-Harbor-Trail-Ln,-Conroe,-TX-77302	2022-10-24T14:42:12.275Z	30.200333	2022-05-23T23:22:20.000Z	-95.338417	7717	619934	Single Family	18107 Harbor Trail Ln, Conroe, TX 77302		3700	TX	Active	2022	77302
1611 Rayford Rd			Spring	Montgomery County	2022-05-24T16:01:49.428Z	154	1611 Rayford Rd, Lot 293, Spring, TX 77386	1611-Rayford-Rd,-Lot-293,-Spring,-TX-77386	2022-10-24T14:42:12.275Z	30.125405	2022-05-24T02:57:52.000Z	-95.417784	15298	444000	Land	1611 Rayford Rd Lot 293, Spring, TX 77386			TX	Active		77386
16519 Colleen Pl	2	3	Conroe	Montgomery County	2022-05-25T12:37:12.873Z	153	16519 Colleen Pl, Conroe, TX 77306	16519-Colleen-Pl,-Conroe,-TX-77306	2022-10-24T14:42:12.275Z	30.305651	2022-05-25T00:02:18.000Z	-95.315239		174456	Single Family	16519 Colleen Pl, Conroe, TX 77306		1037	TX	Active		77306
305 E Rogers Rd			Willis	Montgomery County	2022-05-25T16:22:51.961Z	153	305 E Rogers Rd, Willis, TX 77378	305-E-Rogers-Rd,-Willis,-TX-77378	2022-10-24T14:42:12.274Z	30.43169	2022-05-24T20:20:38.000Z	-95.477924	784080	2970000	Single Family	305 E Rogers Rd, Willis, TX 77378			TX	Active		77378
20440 Red Oak Dr			Cleveland	Montgomery County	2022-05-25T16:07:36.010Z	153	20440 Red Oak Dr, Cleveland, TX 77328	20440-Red-Oak-Dr,-Cleveland,-TX-77328	2022-10-24T14:42:12.274Z	30.346176	2022-05-24T20:16:27.000Z	-95.248083	436471	455000	Land	20440 Red Oak Dr, Cleveland, TX 77328			TX	Active		77328
16526 Colleen Pl	1	2	Conroe	Montgomery County	2022-05-25T12:11:12.296Z	153	16526 Colleen Pl, Conroe, TX 77306	16526-Colleen-Pl,-Conroe,-TX-77306	2022-10-24T14:42:12.274Z	30.30525	2022-05-25T00:02:18.000Z	-95.315079		183118	Single Family	16526 Colleen Pl, Conroe, TX 77306		940	TX	Active		77306
25416 Cambridge Blvd			New Caney	Montgomery County	2022-05-26T09:50:02.952Z	152	25416 Cambridge Blvd, Lot 40, New Caney, TX 77357	25416-Cambridge-Blvd,-Lot-40,-New-Caney,-TX-77357	2022-10-24T14:42:12.273Z	30.166947	2022-05-25T16:10:13.000Z	-95.173083	20038	55000	Land	25416 Cambridge Blvd Lot 40, New Caney, TX 77357			TX	Active		77357
25420 Cambridge Blvd			New Caney	Montgomery County	2022-05-26T09:50:02.951Z	152	25420 Cambridge Blvd, Lot 41, New Caney, TX 77357	25420-Cambridge-Blvd,-Lot-41,-New-Caney,-TX-77357	2022-10-24T14:42:12.273Z	30.166948	2022-05-25T16:07:18.000Z	-95.172768	20038	55000	Land	25420 Cambridge Blvd Lot 41, New Caney, TX 77357			TX	Active		77357
25424 Cambridge Blvd			New Caney	Montgomery County	2022-05-26T09:50:02.964Z	152	25424 Cambridge Blvd, Lot 42, New Caney, TX 77357	25424-Cambridge-Blvd,-Lot-42,-New-Caney,-TX-77357	2022-10-24T14:42:12.273Z	30.1669	2022-05-25T16:01:51.000Z	-95.172415	24002	60000	Land	25424 Cambridge Blvd Lot 42, New Caney, TX 77357			TX	Active		77357
Srgt Ed Holcomb Blvd			Conroe	Montgomery County	2022-05-25T16:20:19.700Z	153	Srgt Ed Holcomb Blvd, Conroe, TX 77304	Srgt-Ed-Holcomb-Blvd,-Conroe,-TX-77304	2022-10-24T14:42:12.273Z	30.29477	2022-05-25T04:25:05.000Z	-95.481681	184433	850000	Land	Srgt Ed Holcomb Blvd, Conroe, TX 77304			TX	Active		77304
235 Sky Top	4	5	Montgomery	Montgomery County	2022-06-03T16:03:35.203Z	153	235 Sky Top, Montgomery, TX 77316	235-Sky-Top,-Montgomery,-TX-77316	2022-10-24T14:42:12.272Z	30.293717	2022-05-24T21:49:34.000Z	-95.564187	7135	621668	Single Family	235 Sky Top, Montgomery, TX 77316		2855	TX	Active	2022	77316
